"animalID","animalOrder","animalFamily","animalGenericName","animalSpecificEpithet","animalScientificName","animalTaxonAggregate","animalFinestCommonTaxon","animalFinestCommonTaxonRank","animalFunctionalGroup","plantFamily","plantGenericName","plantSpecificEpithet","plantScientificName","floralForm","era","day","month","year","eventDate","animalQuantityConservativeEstimate","animalQuantityGenerousEstimate"
"K19_175","Diptera","Syrphidae","Sphaerophoria","batava","Sphaerophoria batava Goeldlin, 1974",NA,"Sphaerophoria batava","species","hoverflies","Asteraceae","Solidago","virgaurea","Solidago virgaurea L.","flower heads","present",24,7,2018,"2018-07-24",1,1
"K19_178","Diptera","Syrphidae","Sphaerophoria","batava","Sphaerophoria batava Goeldlin, 1974",NA,"Sphaerophoria batava","species","hoverflies","Fabaceae","Astragalus","alpinus","Astragalus alpinus L.","flag blossom","present",25,6,2019,"2019-06-25",1,1
"K19_300","Diptera","Syrphidae","Sphaerophoria","batava","Sphaerophoria batava Goeldlin, 1974",NA,"Sphaerophoria batava","species","hoverflies","Fabaceae","Astragalus","alpinus","Astragalus alpinus L.","flag blossom","present",25,7,2018,"2018-07-25",1,1
"K18_592","Diptera","Syrphidae","Sphaerophoria","chongjini","Sphaerophoria chongjini Bankowska, 1964",NA,"Sphaerophoria chongjini","species","hoverflies","Ranunculaceae","Caltha","palustris","Caltha palustris L.","disk flower (hidden nectar)","present",25,6,2019,"2019-06-25",1,1
"K18_591","Diptera","Syrphidae","Sphaerophoria","chongjini","Sphaerophoria chongjini Bankowska, 1964",NA,"Sphaerophoria chongjini","species","hoverflies","Ranunculaceae","Ranunculus","acris","Ranunculus acris L.","disk flower (hidden nectar)","present",25,6,2019,"2019-06-25",1,1
"K18_557","Diptera","Syrphidae","Sphaerophoria","interrupta","Sphaerophoria interrupta Fabricius, 1805",NA,"Sphaerophoria interrupta","species","hoverflies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",26,7,2018,"2018-07-26",1,1
"K18_556","Diptera","Syrphidae","Sphaerophoria","interrupta","Sphaerophoria interrupta Fabricius, 1805",NA,"Sphaerophoria interrupta","species","hoverflies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",26,7,2018,"2018-07-26",1,1
"K19_54","Diptera","Syrphidae","Sphaerophoria","interrupta","Sphaerophoria interrupta Fabricius, 1805",NA,"Sphaerophoria interrupta","species","hoverflies","Parnassiaceae","Parnassia","palustris","Parnassia palustris L.","disk flower (open nectar)","present",26,7,2018,"2018-07-26",1,1
"K19_207","Diptera","Syrphidae","Sphaerophoria","interrupta","Sphaerophoria interrupta Fabricius, 1805",NA,"Sphaerophoria interrupta","species","hoverflies","Ranunculaceae","Ranunculus","acris","Ranunculus acris L.","disk flower (hidden nectar)","present",26,6,2019,"2019-06-26",1,1
"K19_177","Diptera","Syrphidae","Sphaerophoria","kaa","Sphaerophoria kaa Violovich, 1960",NA,"Sphaerophoria kaa","species","hoverflies","Ranunculaceae","Ranunculus","acris","Ranunculus acris L.","disk flower (hidden nectar)","present",26,6,2019,"2019-06-26",1,1
"K18_594","Diptera","Syrphidae","Sphaerophoria","philantha","Sphaerophoria philantha (Meigen, 1822)",NA,"Sphaerophoria philantha","species","hoverflies","Ranunculaceae","Ranunculus","acris","Ranunculus acris L.","disk flower (hidden nectar)","present",26,6,2019,"2019-06-26",1,1
"K18_593","Diptera","Syrphidae","Sphaerophoria","philantha","Sphaerophoria philantha (Meigen, 1822)",NA,"Sphaerophoria philantha","species","hoverflies","Ranunculaceae","Ranunculus","acris","Ranunculus acris L.","disk flower (hidden nectar)","present",26,6,2019,"2019-06-26",1,1
"K19_208","Diptera","Syrphidae","Sphaerophoria","philantha","Sphaerophoria philantha (Meigen, 1822)",NA,"Sphaerophoria philantha","species","hoverflies","Ranunculaceae","Ranunculus","acris","Ranunculus acris L.","disk flower (hidden nectar)","present",26,6,2019,"2019-06-26",1,1
"K19_1650","Diptera","Syrphidae","Sphaerophoria","scripta","Sphaerophoria scripta Linnaeus, 1758",NA,"Sphaerophoria scripta","species","hoverflies","Ranunculaceae","Ranunculus","acris","Ranunculus acris L.","disk flower (hidden nectar)","present",26,6,2019,"2019-06-26",1,1
"K18_542","Diptera","Syrphidae","Sphaerophoria","scripta","Sphaerophoria scripta Linnaeus, 1758",NA,"Sphaerophoria scripta","species","hoverflies","Ranunculaceae","Ranunculus","acris","Ranunculus acris L.","disk flower (hidden nectar)","present",26,6,2019,"2019-06-26",1,1
"K18_539","Diptera","Syrphidae","Sphaerophoria","scripta","Sphaerophoria scripta Linnaeus, 1758",NA,"Sphaerophoria scripta","species","hoverflies","Rosaceae","Rubus","chamaemorus","Rubus chamaemorus L.","disk flower (hidden nectar)","present",26,6,2019,"2019-06-26",1,1
"K18_543","Diptera","Syrphidae","Sphaerophoria","scripta","Sphaerophoria scripta Linnaeus, 1758",NA,"Sphaerophoria scripta","species","hoverflies","Rosaceae","Rubus","chamaemorus","Rubus chamaemorus L.","disk flower (hidden nectar)","present",26,6,2019,"2019-06-26",1,1
"K18_545","Diptera","Syrphidae","Sphaerophoria","scripta","Sphaerophoria scripta Linnaeus, 1758",NA,"Sphaerophoria scripta","species","hoverflies","Rosaceae","Rubus","chamaemorus","Rubus chamaemorus L.","disk flower (hidden nectar)","present",26,6,2019,"2019-06-26",1,1
"K19_141","Diptera","Syrphidae","Sphaerophoria","scripta","Sphaerophoria scripta Linnaeus, 1758",NA,"Sphaerophoria scripta","species","hoverflies","Rosaceae","Rubus","chamaemorus","Rubus chamaemorus L.","disk flower (hidden nectar)","present",26,6,2019,"2019-06-26",1,1
"K18_540","Diptera","Syrphidae","Sphaerophoria","scripta","Sphaerophoria scripta Linnaeus, 1758",NA,"Sphaerophoria scripta","species","hoverflies","Rosaceae","Rubus","chamaemorus","Rubus chamaemorus L.","disk flower (hidden nectar)","present",26,6,2019,"2019-06-26",1,1
"K18_541","Diptera","Syrphidae","Sphaerophoria","scripta","Sphaerophoria scripta Linnaeus, 1758",NA,"Sphaerophoria scripta","species","hoverflies","Rosaceae","Rubus","chamaemorus","Rubus chamaemorus L.","disk flower (hidden nectar)","present",26,6,2019,"2019-06-26",1,1
"K18_547","Diptera","Syrphidae","Sphaerophoria","scripta","Sphaerophoria scripta Linnaeus, 1758",NA,"Sphaerophoria scripta","species","hoverflies","Rosaceae","Rubus","chamaemorus","Rubus chamaemorus L.","disk flower (hidden nectar)","present",26,6,2019,"2019-06-26",1,1
"K18_562","Diptera","Syrphidae","Sphaerophoria","taeniata","Sphaerophoria taeniata (Meigen, 1822)",NA,"Sphaerophoria taeniata","species","hoverflies","Rosaceae","Rubus","chamaemorus","Rubus chamaemorus L.","disk flower (hidden nectar)","present",26,6,2019,"2019-06-26",1,1
"K19_203","Diptera","Syrphidae","Sphaerophoria","taeniata","Sphaerophoria taeniata (Meigen, 1822)",NA,"Sphaerophoria taeniata","species","hoverflies","Rosaceae","Rubus","chamaemorus","Rubus chamaemorus L.","disk flower (hidden nectar)","present",26,6,2019,"2019-06-26",1,1
"K19_205","Diptera","Syrphidae","Sphaerophoria","taeniata","Sphaerophoria taeniata (Meigen, 1822)",NA,"Sphaerophoria taeniata","species","hoverflies","Rosaceae","Rubus","chamaemorus","Rubus chamaemorus L.","disk flower (hidden nectar)","present",26,6,2019,"2019-06-26",1,1
"K19_176","Diptera","Syrphidae","Sphaerophoria","taeniata","Sphaerophoria taeniata (Meigen, 1822)",NA,"Sphaerophoria taeniata","species","hoverflies","Ranunculaceae","Ranunculus","acris","Ranunculus acris L.","disk flower (hidden nectar)","present",27,6,2018,"2018-06-27",1,1
"K18_574","Diptera","Syrphidae","Sphaerophoria","taeniata","Sphaerophoria taeniata (Meigen, 1822)",NA,"Sphaerophoria taeniata","species","hoverflies","Rosaceae","Rubus","chamaemorus","Rubus chamaemorus L.","disk flower (hidden nectar)","present",27,6,2019,"2019-06-27",1,1
"K19_317","Diptera","Syrphidae","Sphaerophoria","virgata","Sphaerophoria virgata Goeldlin, 1974",NA,"Sphaerophoria virgata","species","hoverflies","Rosaceae","Rubus","chamaemorus","Rubus chamaemorus L.","disk flower (hidden nectar)","present",28,6,2019,"2019-06-28",1,1
"K18_891","Diptera","Syrphidae","Syritta","pipiens","Syritta pipiens (Linnaeus, 1758)",NA,"Syritta pipiens","species","hoverflies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",12,7,2018,"2018-07-12",1,1
"K19_1643","Diptera","Syrphidae","Syrphus","admirandus","Syrphus admirandus Goeldlin, 1996",NA,"Syrphus admirandus","species","hoverflies","Geraniaceae","Geranium","sylvaticum","Geranium sylvaticum L.","disk flower (hidden nectar)","present",8,7,2018,"2018-07-08",1,1
"K19_1234","Diptera","Syrphidae","Syrphus","admirandus","Syrphus admirandus Goeldlin, 1996",NA,"Syrphus admirandus","species","hoverflies","Geraniaceae","Geranium","sylvaticum","Geranium sylvaticum L.","disk flower (hidden nectar)","present",8,7,2018,"2018-07-08",1,1
"K18_275","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Ranunculaceae","Ranunculus","acris","Ranunculus acris L.","disk flower (hidden nectar)","present",8,7,2018,"2018-07-08",1,1
"K18_276","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Ranunculaceae","Ranunculus","acris","Ranunculus acris L.","disk flower (hidden nectar)","present",8,7,2018,"2018-07-08",1,1
"K18_277","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",9,7,2019,"2019-07-09",1,1
"K19_578.1","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",10,7,2019,"2019-07-10",1,1
"K18_314","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Ranunculaceae","Ranunculus","acris","Ranunculus acris L.","disk flower (hidden nectar)","present",10,7,2018,"2018-07-10",1,1
"K18_315","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Ranunculaceae","Ranunculus","acris","Ranunculus acris L.","disk flower (hidden nectar)","present",10,7,2018,"2018-07-10",1,1
"K19_578","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Ranunculaceae","Ranunculus","acris","Ranunculus acris L.","disk flower (hidden nectar)","present",10,7,2019,"2019-07-10",1,1
"K19_581","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Ranunculaceae","Ranunculus","acris","Ranunculus acris L.","disk flower (hidden nectar)","present",10,7,2019,"2019-07-10",1,1
"K18_216","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",11,7,2018,"2018-07-11",1,1
"K18_273","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",11,7,2018,"2018-07-11",1,1
"K18_211","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",11,7,2018,"2018-07-11",1,1
"K18_219","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",11,7,2018,"2018-07-11",1,1
"K19_718","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Onagraceae","Chamaenerion","angustifolium","Chamaenerion angustifolium (L.) Scop.","disk flower (hidden nectar)","present",11,7,2018,"2018-07-11",1,1
"K19_727","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Geraniaceae","Geranium","sylvaticum","Geranium sylvaticum L.","disk flower (hidden nectar)","present",11,7,2019,"2019-07-11",1,1
"K19_769","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Ranunculaceae","Ranunculus","acris","Ranunculus acris L.","disk flower (hidden nectar)","present",11,7,2019,"2019-07-11",1,1
"K18_289","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Ranunculaceae","Ranunculus","acris","Ranunculus acris L.","disk flower (hidden nectar)","present",11,7,2019,"2019-07-11",1,1
"K18_304","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Ranunculaceae","Ranunculus","acris","Ranunculus acris L.","disk flower (hidden nectar)","present",12,7,2019,"2019-07-12",1,1
"K19_1098","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",13,7,2018,"2018-07-13",1,1
"K19_1024","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",13,7,2018,"2018-07-13",1,1
"K18_294","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Parnassiaceae","Parnassia","palustris","Parnassia palustris L.","disk flower (open nectar)","present",15,7,2018,"2018-07-15",1,1
"K19_1340","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",16,7,2019,"2019-07-16",1,1
"K18_320","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Asteraceae","Carduus","crispus","Carduus crispus L.","flower heads","present",16,7,2018,"2018-07-16",1,1
"K18_319","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Ranunculaceae","Ranunculus","acris","Ranunculus acris L.","disk flower (hidden nectar)","present",16,7,2019,"2019-07-16",1,1
"K19_1337","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Ranunculaceae","Ranunculus","acris","Ranunculus acris L.","disk flower (hidden nectar)","present",16,7,2019,"2019-07-16",1,1
"K19_1593","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Caryophyllaceae","Silene","vulgaris","Silene vulgaris (Moench) Garcke","stalk disc flowers","present",16,7,2018,"2018-07-16",1,1
"K19_1594","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Caryophyllaceae","Dianthus","superbus","Dianthus superbus L.","stalk disc flowers","present",17,7,2019,"2019-07-17",1,1
"K19_1596","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Geraniaceae","Geranium","sylvaticum","Geranium sylvaticum L.","disk flower (hidden nectar)","present",17,6,2018,"2018-06-17",1,1
"K19_1597","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Ranunculaceae","Ranunculus","acris","Ranunculus acris L.","disk flower (hidden nectar)","present",17,6,2018,"2018-06-17",1,1
"K19_1598","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Asteraceae","Solidago","virgaurea","Solidago virgaurea L.","flower heads","present",17,7,2019,"2019-07-17",1,1
"K19_1599","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Asteraceae","Solidago","virgaurea","Solidago virgaurea L.","flower heads","present",17,7,2019,"2019-07-17",1,1
"K19_1600","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",18,7,2019,"2019-07-18",1,1
"K19_1601","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",18,7,2019,"2019-07-18",1,1
"K19_1647","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",18,7,2019,"2019-07-18",1,1
"K19_1359","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",18,7,2019,"2019-07-18",1,1
"K19_1622","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",18,7,2019,"2019-07-18",1,1
"K19_1623","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",18,7,2019,"2019-07-18",1,1
"K19_1624","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",18,7,2019,"2019-07-18",1,1
"K19_1625","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",18,7,2019,"2019-07-18",1,1
"K18_313","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",18,7,2019,"2019-07-18",1,1
"K18_252","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",18,7,2018,"2018-07-18",1,1
"K18_325","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",18,7,2019,"2019-07-18",1,1
"K18_272","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Onagraceae","Chamaenerion","angustifolium","Chamaenerion angustifolium (L.) Scop.","disk flower (hidden nectar)","present",18,7,2019,"2019-07-18",1,1
"K18_274","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Asteraceae","Solidago","virgaurea","Solidago virgaurea L.","flower heads","present",18,7,2019,"2019-07-18",1,1
"K18_323","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Asteraceae","Solidago","virgaurea","Solidago virgaurea L.","flower heads","present",18,7,2019,"2019-07-18",1,1
"K19_1233","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Asteraceae","Solidago","virgaurea","Solidago virgaurea L.","flower heads","present",18,7,2019,"2019-07-18",1,1
"K19_1199","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Asteraceae","Solidago","virgaurea","Solidago virgaurea L.","flower heads","present",18,7,2019,"2019-07-18",1,1
"K18_267","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Asteraceae","Solidago","virgaurea","Solidago virgaurea L.","flower heads","present",18,7,2019,"2019-07-18",1,1
"K18_268","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Asteraceae","Solidago","virgaurea","Solidago virgaurea L.","flower heads","present",18,7,2019,"2019-07-18",1,1
"K18_269","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",19,7,2018,"2018-07-19",1,1
"K19_128","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",19,7,2018,"2018-07-19",1,1
"K19_129","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Rosaceae","Filipendula","ulmaria","Filipendula ulmaria (L.) Maxim.","pollen flower","present",19,7,2018,"2018-07-19",1,1
"K19_133","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Rosaceae","Filipendula","ulmaria","Filipendula ulmaria (L.) Maxim.","pollen flower","present",19,7,2018,"2018-07-19",1,1
"K18_310","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Rosaceae","Filipendula","ulmaria","Filipendula ulmaria (L.) Maxim.","pollen flower","present",19,7,2018,"2018-07-19",1,1
"K18_311","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Onagraceae","Chamaenerion","angustifolium","Chamaenerion angustifolium (L.) Scop.","disk flower (hidden nectar)","present",20,7,2018,"2018-07-20",1,1
"K19_181","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Caryophyllaceae","Dianthus","superbus","Dianthus superbus L.","stalk disc flowers","present",20,7,2018,"2018-07-20",1,1
"K19_196","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Rosaceae","Filipendula","ulmaria","Filipendula ulmaria (L.) Maxim.","pollen flower","present",20,7,2018,"2018-07-20",1,1
"K19_197","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",21,7,2018,"2018-07-21",1,1
"K19_198","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",21,7,2018,"2018-07-21",1,1
"K18_312","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Geraniaceae","Geranium","sylvaticum","Geranium sylvaticum L.","disk flower (hidden nectar)","present",22,6,2018,"2018-06-22",1,1
"K19_255","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",23,7,2019,"2019-07-23",1,1
"K19_311","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",23,7,2019,"2019-07-23",1,1
"K19_312","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Asteraceae","Solidago","virgaurea","Solidago virgaurea L.","flower heads","present",23,7,2019,"2019-07-23",1,1
"K19_313","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2018,"2018-07-24",1,1
"K18_321","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2018,"2018-07-24",1,1
"K19_359","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Asteraceae","Achillea","millefolium","Achillea millefolium L.","disk flower (hidden nectar)","present",24,7,2018,"2018-07-24",1,1
"K19_360","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Asteraceae","Carduus","crispus","Carduus crispus L.","flower heads","present",24,7,2018,"2018-07-24",1,1
"K19_362","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Asteraceae","Carduus","crispus","Carduus crispus L.","flower heads","present",24,7,2018,"2018-07-24",1,1
"K19_386","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Asteraceae","Carduus","crispus","Carduus crispus L.","flower heads","present",24,7,2018,"2018-07-24",1,1
"K19_391","Diptera","Syrphidae","Syrphus","ribesii","Syrphus ribesii (Linnaeus, 1758)",NA,"Syrphus ribesii","species","hoverflies","Asteraceae","Carduus","crispus","Carduus crispus L.","flower heads","present",24,7,2018,"2018-07-24",1,1
